61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,6,-1,-1,-1;61,0,-1,345,-1;
61,6,-1,-1,-1;27,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;34,1,-1,-1,-1;30,1,-1,-1,-1;61,0,-1,345,-1;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;5,0,-1,301,-1;26,1,-1,-1,-1;5,0,-1,301,-1;26,1,-1,-1,-1;5,0,-1,301,-1;26,1,-1,-1,-1;5,0,-1,301,-1;26,1,-1,-1,-1;5,0,-1,301,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,345;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;5,0,-1,302,-1;26,1,-1,-1,-1;5,0,-1,302,-1;26,1,-1,-1,-1;5,0,-1,302,-1;26,1,-1,-1,-1;5,0,-1,302,-1;26,1,-1,-1,-1;5,0,-1,302,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,345;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,-1;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;33,1,-1,-1,-1;33,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;5,0,-1,301,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;33,1,-1,-1,-1;33,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,-1;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;26,0,-1,362,-1;26,0,-1,363,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;5,0,-1,302,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;26,0,-1,362,-1;26,0,-1,363,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,345;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;232,0,-1,-1,-1;233,0,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;232,0,-1,-1,-1;233,0,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,-1;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;236,0,-1,-1,-1;237,0,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;5,0,-1,301,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;236,0,-1,-1,-1;237,0,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,345;
61,6,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;236,0,-1,-1,-1;237,0,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;5,0,-1,302,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;238,0,-1,-1,-1;239,0,-1,-1,-1;31,1,-1,-1,-1;26,1,-1,-1,-1;32,1,-1,-1,-1;61,0,-1,345,-1;
