1,0,-1,345,-1;2,1,-1,-1,-1;2,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;2,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;2,1,-1,-1,-1;5,6,-1,-1,-1;2,1,-1,-1,-1;5,6,-1,-1,-1;2,1,-1,-1,-1;2,1,-1,-1,-1;5,6,-1,-1,-1;2,1,-1,-1,-1;2,1,-1,-1,-1;5,6,-1,-1,-1;
4,0,-1,345,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;
4,0,-1,345,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;
4,0,-1,345,345;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;
4,0,-1,345,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;6,1,-1,-1,-1;
4,0,-1,345,345;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;
4,0,-1,345,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;
4,0,-1,345,345;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;6,1,-1,-1,-1;
4,0,-1,345,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;
4,0,-1,345,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;5,1,-1,-1,-1;5,1,-1,-1,-1;5,6,-1,-1,-1;5,6,-1,-1,-1;6,1,-1,-1,-1;
