66,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;67,0,-1,-1,-1;
79,0,-1,-1,-1;66,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;67,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;84,1,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
