66,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;67,0,-1,-1,-1;
79,0,-1,-1,-1;66,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;87,0,-1,-1,-1;67,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;108,0,-1,-1,-1;56,0,-1,176,-1;56,0,-1,177,-1;56,0,-1,-1,-1;56,0,-1,45,-1;56,0,-1,-1,-1;56,0,-1,222,-1;55,0,-1,-1,-1;108,0,-1,-1,-1;56,0,-1,-1,-1;56,0,-1,-1,-1;56,0,-1,-1,-1;56,0,-1,221,-1;56,0,-1,221,-1;108,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;107,0,-1,-1,-1;54,0,-1,-1,-1;54,0,-1,-1,-1;54,0,-1,-1,-1;54,0,-1,46,-1;54,0,-1,-1,-1;54,0,-1,-1,-1;54,0,-1,-1,-1;108,0,-1,-1,-1;54,0,-1,201,185;54,0,-1,202,186;54,0,-1,-1,-1;54,0,-1,244,-1;54,0,-1,245,-1;107,0,-1,-1,-1;79,0,-1,-1,-1;
79,0,-1,-1,-1;79,0,-1,-1,-1;107,0,-1,-1,-1;63,1,-1,-1,-1;63,0,-1,55,-1;63,1,-1,-1,-1;63,1,-1,-1,-1;63,1,-1,-1,-1;63,0,-1,288,-1;63,1,-1,-1,-1;108,0,-1,-1,-1;63,0,-1,201,-1;63,0,-1,202,-1;63,1,-1,-1,-1;63,0,-1,246,-1;63,0,-1,247,-1;107,0,-1,-1,-1;79,0,-1,-1,-1;
