108,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,34,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,26,-1;53,0,-1,27,-1;53,0,-1,-1,-1;52,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,34,-1;53,0,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,265,-1;85,1,-1,-1,-1;85,0,-1,288,-1;85,1,-1,87,-1;85,1,-1,87,-1;52,0,-1,178,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,178,-1;85,1,-1,87,-1;85,1,-1,87,-1;85,0,-1,288,-1;85,1,-1,-1,-1;85,0,-1,265,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,263,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;53,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;53,0,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,263,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,1,-1,287,-1;85,1,-1,-1,-1;85,0,-1,288,-1;85,1,-1,87,-1;85,1,-1,87,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,87,-1;85,1,-1,87,-1;85,0,-1,288,-1;85,1,-1,-1,-1;85,1,-1,287,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,278,119;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,278,119;108,0,-1,-1,-1;
108,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,34,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,34,-1;53,0,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,265,-1;85,1,-1,-1,-1;85,0,-1,288,-1;85,1,-1,87,-1;85,1,-1,87,-1;52,0,-1,178,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,178,-1;85,1,-1,87,-1;85,1,-1,87,-1;85,0,-1,288,-1;85,1,-1,-1,-1;85,0,-1,265,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,263,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;53,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;53,0,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,263,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,1,-1,287,-1;85,1,-1,-1,-1;85,0,-1,288,-1;85,1,-1,87,-1;85,1,-1,87,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,87,-1;85,1,-1,87,-1;85,0,-1,288,-1;85,1,-1,-1,-1;85,1,-1,287,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,278,119;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,278,119;108,0,-1,-1,-1;
108,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,34,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,34,-1;53,0,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,265,-1;85,1,-1,-1,-1;85,0,-1,288,-1;85,1,-1,87,-1;85,1,-1,87,-1;52,0,-1,178,-1;85,1,-1,-1,-1;85,2,-1,101,-1;85,2,-1,101,-1;85,1,-1,-1,-1;52,0,-1,178,-1;85,1,-1,87,-1;85,1,-1,87,-1;85,0,-1,288,-1;85,1,-1,-1,-1;85,0,-1,265,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,263,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;53,0,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,277,-1;85,0,-1,277,-1;85,1,-1,-1,-1;53,0,-1,-1,-1;85,1,-1,88,-1;85,1,-1,88,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,263,-1;108,0,-1,-1,-1;
