108,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;52,0,-1,-1,-1;53,0,-1,279,-1;53,0,-1,280,-1;53,0,-1,280,-1;53,0,-1,281,-1;52,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,87,-1;85,0,-1,87,-1;85,0,-1,288,-1;85,0,-1,87,-1;85,0,-1,87,-1;52,0,-1,-1,-1;85,0,-1,282,-1;85,0,-1,283,-1;85,0,-1,283,-1;85,0,-1,284,-1;52,0,-1,-1,-1;85,0,-1,87,-1;85,0,-1,87,-1;85,0,-1,288,-1;85,0,-1,87,-1;85,0,-1,87,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;85,1,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,285,-1;85,1,-1,285,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;85,1,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,1,-1,38,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;53,0,-1,172,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;53,0,-1,172,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,38,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,278,119;85,1,-1,-1,-1;85,0,-1,263,-1;85,0,-1,265,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,265,-1;85,0,-1,263,-1;85,1,-1,-1,-1;85,0,-1,278,119;108,0,-1,-1,-1;
108,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;53,0,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,87,-1;85,0,-1,87,-1;85,0,-1,288,-1;85,0,-1,87,-1;85,0,-1,87,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,18,-1;85,0,-1,18,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,0,-1,87,-1;85,0,-1,87,-1;85,0,-1,288,-1;85,0,-1,87,-1;85,0,-1,87,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;85,1,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,18,-1;85,0,-1,18,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;85,1,-1,-1,-1;85,0,-1,88,-1;85,0,-1,88,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,18,-1;85,0,-1,18,-1;85,1,-1,-1,-1;52,0,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,1,-1,38,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;53,0,-1,172,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;53,0,-1,172,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,38,-1;108,0,-1,-1,-1;
108,0,-1,-1,-1;85,0,-1,278,119;85,1,-1,-1,-1;85,0,-1,263,-1;85,0,-1,265,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,1,-1,-1,-1;85,0,-1,265,-1;85,0,-1,263,-1;85,1,-1,-1,-1;85,0,-1,278,119;108,0,-1,-1,-1;
